id,query,hits@5,label candidates,code@1,code@2,code@3,code@4,code@5
288,open a terminal from python,0,"os.system('gnome-terminal -e \'bash -c ""sudo apt-get update; exec bash""\'')",subprocess.call(['notepad']),"os.system('powershell.exe', 'script.ps1')","subprocess.call(['python.exe', 'hello.py', 'htmlfilename.htm'])",os.chdir(owd),"subprocess.call('sleep.sh', shell=True)"
290,Add entry to list and remove first one in Python,0,"myList.insert(0, 'wuggah')","newlist = [v for i, v in enumerate(oldlist) if i not in removelist]","newlist = sorted(l, key=itemgetter('name'), reverse=True)",print(l[3:] + l[:3]),list2.extend(list1),list2 = [x for x in list1 if x != []]
294,Converting two lists into a matrix,0,"np.column_stack(([1, 2, 3], [4, 5, 6]))","matrix = [[a, b], [c, d], [e, f]]","np.array([zip(x, y) for x, y in zip(a, b)])","b.append((a[0][0], a[0][2]))","print(concatenate((a, b), axis=0))","print(concatenate((a, b), axis=1))"
125,Merging a list of lists,0,"values = sum([['A', 'B', 'C'], ['D', 'E', 'F'], ['G', 'H', 'I']], [])","level1 = map(list, level1)",[''.join(str(d) for d in x) for x in L],"result = ([a for (a, b) in original], [b for (a, b) in original])","b.append((a[0][0], a[0][2]))","from functools import reduce
reduce(lambda a, b: a + b, (('aa',), ('bb',), ('cc',)))"
88,Replace a substring when it is a separate word,0,"re.sub('\\bH3\\b', 'H1', text)","re.sub('i', '', 'it is icy')","re.sub('\\D', '', 'aas30dsa20')","mystring.replace(' ', '_')","re.sub('[^\\w]', ' ', s)","re.split(' +', 'hello world sample text')"
86,Split a string by a delimiter in python,0,[x.strip() for x in '2.MATCHES $$TEXT$$ STRING'.split('$$TEXT$$')],""""""""""""".join(s.rsplit(',', 1))","re.split('[ ](?=[A-Z]+\\b)', input)",inputString.split('\n'),"s.split(' ', 4)","text.split(',')"
299,Extending a list of lists in Python?,0,y = [[] for n in range(2)],a.extend(list(b)),"level1 = map(list, level1)",list2.extend(list1),lst = [Object() for _ in range(100)],lst = [Object() for i in range(100)]
301,How to delete all instances of a character in a string in python?,0,""""""""""""".join([char for char in 'it is icy' if char != 'i']) <EOC> re.sub('i', '', 'it is icy') <EOC> """"""it is icy"""""".replace('i', '') <EOC> """""""""""".join([char for char in 'it is icy' if char != 'i'])","re.sub('[^A-Za-z0-9]+', '', mystring)","re.sub('\\D', '', 'aas30dsa20')",l.count('b'),"""""""The big brown fox is brown"""""".count('brown')",l.count('a')
81,Looping over a list in Python,0,[x for x in mylist if len(x) == 3],"[sum(l[:i]) for i, _ in enumerate(l)]","print([item for item in [1, 2, 3]])","print(' '.join(map(str, l)))",lst = [Object() for i in range(100)],"[(x + y) for x, y in zip(word, word[1:])]"
303,Searching a list of objects in Python,0,[x for x in myList if x.n == 30],lst = [Object() for _ in range(100)],lst = [Object() for i in range(100)],print(testlist.index(element)),"try:
    print(testlist.index(element))
except ValueError:
    pass",my_list.append(12)
305,print in Python without newline or space,0,sys.stdout.write('.'),"print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))",' a \n b \r\n c '.split('\n'),"f = open('myfile', 'w')
f.write('hi there\n')
f.close()",""""""" """""".join(list)",""""""","""""".join(l)"
76,How to empty a file using Python,0,"open(filename, 'w').close()","f = open('yourfile.txt', 'w')",shutil.rmtree('/folder_name'),"os.chdir('/mydir')
for file in glob.glob('*.txt'):
    pass","new_file = open('path/to/FILE_NAME.ext', 'w')","f = open('myfile', 'w')
f.write('hi there\n')
f.close()"
74,String to list in Python,0,"""""""QH QD JC KD JS"""""".split()","myList = ','.join(map(str, myList))",""""""""""""".join(s.rsplit(',', 1))","[int(s) for s in user.split(',')]",""""""", """""".join('(' + ', '.join(i) + ')' for i in L)","[element for element in lst if not isinstance(element, str)]"
73,Python match string if it does not start with X,0,"re.search('(?<!Distillr)\\\\AcroTray\\.exe', 'C:\\SomeDir\\AcroTray.exe')","bool(re.search('ba[rzd]', 'foobarrrr'))","[i for i in teststr if re.search('\\d+[xX]', i)]","[x for x in ['AAT', 'XAC', 'ANT', 'TTA'] if 'X' not in x and 'N' not in x]","re.sub('\\D', '', 'aas30dsa20')",[word for word in mystring.split() if word.startswith('$')]
71,python regular expression to remove repeated words,0,"text = re.sub('\\b(\\w+)( \\1\\b)+', '\\1', text)","re.split('(\\W+)', 'Words, words, words.')","re.split(' +', 'hello world sample text')","re.findall('\\(.*?\\)|\\w', '(zyx)bc')","re.split('(\\W+)', s)","re.findall('\\(.+?\\)|\\w', '(zyx)bc')"
70,Removing an element from a list based on a predicate,0,"[x for x in ['AAT', 'XAC', 'ANT', 'TTA'] if 'X' not in x and 'N' not in x]",list2 = [x for x in list1 if x != []],list2 = [x for x in list1 if x],"newlist = [v for i, v in enumerate(oldlist) if i not in removelist]","(k for k, v in x.items() if v != 0)","newlist = sorted(l, key=itemgetter('name'), reverse=True)"
312,How to flatten a hetrogenous list of list into a single list in python?,0,"[y for x in data for y in (x if isinstance(x, list) else [x])]","level1 = map(list, level1)",len(l),len(my_list),lst = [Object() for _ in range(100)],lst = [Object() for i in range(100)]
297,printing double quotes around a variable,0,"print('""{}""'.format(word))","print(s.encode('unicode-escape').replace('""', '\\""'))",print('foo\nbar'.encode('string_escape')),elements = ['%{0}%'.format(element) for element in elements],"brackets = re.sub('[^(){}[\\]]', '', s)","print('lamp, bag, mirror'.replace('bag,', ''))"
128,Mapping a string into a list of pairs,0,"[(x + y) for x, y in zip(word, word[1:])] <EOC> list(map(lambda x, y: x + y, word[:-1], word[1:]))","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))",['it'] + ['was'] + ['annoying'],len(my_tuple),"dict([('Name', 'Joe'), ('Age', 22)])",tuple(l)
132,Multidimensional array in Python,0,"matrix = [[a, b], [c, d], [e, f]]",numpy.array(a).reshape(-1).tolist(),numpy.array(a)[0].tolist(),"numpy.zeros((3, 3, 3))","np.column_stack(([1, 2, 3], [4, 5, 6]))","np.array(zip(a.ravel(), b.ravel()), dtype='i4,i4').reshape(a.shape)"
135,Is there a string-collapse library function in python?,0,""""""" """""".join(my_string.split())",print(l[3:] + l[:3]),"level1 = map(list, level1)",c.extend(a),"from functools import reduce
reduce(lambda a, b: a + b, (('aa',), ('bb',), ('cc',)))",len(l)
200,Regular Expression to find brackets in a string,0,"brackets = re.sub('[^(){}[\\]]', '', s)","re.findall('(.*?)\\[.*?\\]', example_str)","re.findall('(.*?)(?:\\[.*?\\]|$)', example_str)","re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')","print(re.findall(""'\\\\[0-7]{1,3}'"", str))","re.findall('\\(.+?\\)|\\w', '(zyx)bc')"
194,"Regex, find pattern only in middle of string",0,"re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)","re.search('\\[(.*)\\]', your_string).group(1)","print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))","re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')","re.findall('\\(.*?\\)|\\w', '(zyx)bc')","re.findall('\\(.+?\\)|\\w', '(zyx)bc')"
206,Tuple conversion to a string,0,""""""", """""".join('(' + ', '.join(i) + ')' for i in L)",len(my_tuple),"map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))",tuple(l),""""""""""""".join(s.rsplit(',', 1))",""""""" """""".join([('%d@%d' % (t[0], t[1])) for t in l])"
208,How do I perform secondary sorting in python?,0,"sorted(list5, lambda x: (degree(x), x)) <EOC> sorted(list5, key=lambda vertex: (degree(vertex), vertex))","ut.sort(key=cmpfun, reverse=True)","sorted(list, key=lambda x: (x[0], -x[1]))","sorted(x, key=x.get, reverse=True)",b.sort(key=lambda x: x[1][2]),"sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)"
186,Python: Best Way to Exchange Keys with Values in a Dictionary?,0,"res = dict((v, k) for k, v in a.items())",d['mynewkey'] = 'mynewvalue',my_dict.update({'third_key': 1}),sorted(d.items()),{i[1]: i[0] for i in list(myDictionary.items())},"data.update({'a': 1, })"
184,accessing python dictionary,0,result[0]['from_user'],d['mynewkey'] = 'mynewvalue',my_dict.update({'third_key': 1}),"dict([('Name', 'Joe'), ('Age', 22)])",del d['ele'],{i[1]: i[0] for i in list(myDictionary.items())}
211,Deleting a specific line in a file (python),0,"f = open('yourfile.txt', 'w')",myfile.write('\n'.join(lines)),"open('outfile', 'w').write('#test firstline\n' + open('infile').read())",file.seek(0),[line.rstrip('\n') for line in file],"target.write('%r\n%r\n%r\n' % (line1, line2, line3))"
214,Python Pandas: How to replace a characters in a column of a dataframe?,0,"df['range'].replace(',', '-', inplace=True)","df.replace({'\n': '<br>'}, regex=True)","""""""obama"""""".replace('a', '%temp%').replace('b', 'a').replace('%temp%', 'b')","df['c'] = np.where(df['a'].isnull, df['b'], df['a'])",df['D'] = df['B'],"""""""it is icy"""""".replace('i', '')"
173,How to remove any URL within a string in Python,0,"text = re.sub('^https?:\\/\\/.*[\\r\\n]*', '', text, flags=re.MULTILINE)","re.sub('[^A-Za-z0-9]+', '', mystring)","re.findall('http://[^t][^s""]+\\.html', document)",""""""" """""".join(content.split(' ')[:-1])","response = urllib.request.urlopen('http://www.example.com/')
html = response.read()","mystring.replace(' ', '! !').split('!')"
222,Converting a string into a list in Python,0,"[x for x in myfile.splitlines() if x != ''] <EOC> lst = map(int, open('filename.txt').readlines())","[int(s) for s in user.split(',')]",""""""""""""".join(s.rsplit(',', 1))","text.split(',')","myList = ','.join(map(str, myList))",inputString.split('\n')
171,Convert unicode string dictionary into dictionary in python,0,"d = ast.literal_eval(""{'code1':1,'code2':1}"")","dict([('Name', 'Joe'), ('Age', 22)])",s.encode('iso-8859-15'),list(OrderedDict.fromkeys('abracadabra')),json_data = json.loads(unescaped),d.decode('cp1251').encode('utf8')
225,Python split a string using regex,0,"re.findall('(.+?):(.+?)\\b ?', text)",[x.strip() for x in '2.MATCHES $$TEXT$$ STRING'.split('$$TEXT$$')],"print(re.findall('(https?://[^\\s]+)', myString))","re.findall('(.*?)\\[.*?\\]', example_str)","re.findall('(.*?)(?:\\[.*?\\]|$)', example_str)","print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))"
163,convert strings into integers,0,"int('1') <EOC> int() <EOC> T2 = [map(int, x) for x in T1]",nums = [int(x) for x in intstringlist],str(int(x) + 1).zfill(len(x)),"[int(s) for s in user.split(',')]","user_list = [int(number) for number in user_input.split(',')]","my_float = float(my_string.replace(',', ''))"
162,How to sort dictionaries by keys in Python,0,sorted(o.items()) <EOC> sorted(d) <EOC> sorted(d.items()),list_of_dicts.sort(key=operator.itemgetter('name')),list_of_dicts.sort(key=operator.itemgetter('age')),"l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))",mylist.sort(key=lambda x: x['title']),"sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)"
232,Perform a string operation for every element in a Python list,0,elements = ['%{0}%'.format(element) for element in elements],"myList.insert(0, 'wuggah')","list(map(lambda x, y: x + y, word[:-1], word[1:]))",""""""" """""".join(list)",""""""","""""".join(l)",""""""""""""".join(['a', 'b', 'c'])"
158,Converting lists of tuples to strings Python,0,""""""" """""".join([('%d@%d' % t) for t in l]) <EOC> """""" """""".join([('%d@%d' % (t[0], t[1])) for t in l])",len(my_tuple),""""""", """""".join('(' + ', '.join(i) + ')' for i in L)","myList = ','.join(map(str, myList))","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))",[''.join(str(d) for d in x) for x in L]
235,Create dictionary from lists of keys and multiple values,0,"dict([('Name', 'Joe'), ('Age', 22)])",{k: [d[k] for d in dicts] for k in dicts[0]},"dict((k, [d[k] for d in dicts]) for k in dicts[0])",[dct[k] for k in lst],"print(dict(zip(LD[0], zip(*[list(d.values()) for d in LD]))))",[mydict[x] for x in mykeys]
238,Partitioning a string in Python by a regular expression,0,"re.split('(\\W+)', s)","print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))","re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')","[m.group(0) for m in re.finditer('(\\d)\\1*', s)]","re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)","print(re.findall(""'\\\\[0-7]{1,3}'"", str))"
153,Split by suffix with Python regular expression,0,"re.findall('\\b(\\w+)d\\b', s)","re.split('[ ](?=[A-Z]+\\b)', input)","re.split('[ ](?=[A-Z])', input)","re.split(' +', 'hello world sample text')","print(x.rsplit('-', 1)[0])",print(x.rpartition('-')[0])
240,How to reverse a dictionary in Python?,0,{i[1]: i[0] for i in list(myDictionary.items())},list(dict.keys())[-1],sorted(d.items()),del d['ele'],{i: d[i] for i in d if i != 'c'},sorted(d)
241,finding index of multiple items in a list,0,"[i for i, j in enumerate(myList) if 'how' in j.lower() or 'what' in j.lower()]","[index for index, item in enumerate(thelist) if item[0] == '332']",print(testlist.index(element)),"try:
    print(testlist.index(element))
except ValueError:
    pass","[i for (i, x) in enumerate(testlist) if (x == 1)]","for i in [i for (i, x) in enumerate(testlist) if (x == 1)]:
    pass"
149,Casting an int to a string in Python,0,'ME' + str(i),int('1'),str(int(x) + 1).zfill(len(x)),int(),"answer = str(round(answer, 2))",len(my_string)
246,How to unpack a Series of tuples in Pandas?,0,"pd.DataFrame(out.tolist(), columns=['out-1', 'out-2'], index=out.index)","df['range'].replace(',', '-', inplace=True)","map(None, *[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])",df.index.get_loc('bob'),"zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])",list(t)
247,"How to find the position of an element in a list , in Python?",0,[x for x in range(len(stocks_list)) if stocks_list[x] == 'MSFT'],"[index for index, item in enumerate(thelist) if item[0] == '332']",print(testlist.index(element)),"try:
    print(testlist.index(element))
except ValueError:
    pass","myList.insert(0, 'wuggah')","[i for (i, x) in enumerate(testlist) if (x == 1)]"
249,How to remove symbols from a string with Python?,0,"re.sub('[^\\w]', ' ', s)","re.sub('[^A-Za-z0-9]+', '', mystring)","mystring.replace(' ', '_')","re.sub('^[A-Z0-9]*(?![a-z])', '', string)","re.sub('\\D', '', 'aas30dsa20')","mystring.replace(' ', '! !').split('!')"
250,get current directory - Python,0,os.path.basename(os.path.dirname(os.path.realpath(__file__))),os.chdir(owd),os.path.abspath('mydir/myfile.txt'),os.statvfs('/').f_files - os.statvfs('/').f_ffree,"if (not os.path.exists(directory)):
    os.makedirs(directory)",os.path.isabs(my_path)
138,Python Regex Split Keeps Split Pattern Characters,0,"""""""Docs/src/Scripts/temp"""""".replace('/', '/\x00/').split('\x00')","re.split(' +', 'hello world sample text')","re.findall('\\(.*?\\)|\\w', '(zyx)bc')",[x.strip() for x in '2.MATCHES $$TEXT$$ STRING'.split('$$TEXT$$')],"re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')","re.findall('\\(.+?\\)|\\w', '(zyx)bc')"
315,Middle point of each pair of an numpy.array,0,(x[1:] + x[:-1]) / 2 <EOC> x[:-1] + (x[1:] - x[:-1]) / 2,"numpy.zeros((3, 3, 3))","c = np.r_[(a[None, :], b[None, :])]","np.array([zip(x, y) for x, y in zip(a, b)])","a[:, (np.newaxis)]","x = np.asarray(x).reshape(1, -1)[(0), :]"
317,How to sort this list in Python?,0,"l = sorted(l, key=itemgetter('time'), reverse=True) <EOC> l = sorted(l, key=lambda a: a['time'], reverse=True)","sorted(list, key=lambda x: (x[0], -x[1]))","sorted(list_of_strings, key=lambda s: s.split(',')[1])","sorted(x, key=x.get, reverse=True)","l.sort(key=lambda t: len(t[1]), reverse=True)","newlist = sorted(l, key=itemgetter('name'), reverse=True)"
98,Coalesce values from 2 columns into a single column in a pandas dataframe,0,"df['c'] = np.where(df['a'].isnull, df['b'], df['a'])",df['D'] = df['B'],df['index1'] = df.index,"pd.concat([df[0].apply(pd.Series), df[1]], axis=1)",df[df.columns[-1]],"pd.merge(split_df, csv_df, on=['key'], suffixes=('_left', '_right'))"
27,Python regular expression split() string,0,"s.split(' ', 4)","re.split('[ ](?=[A-Z]+\\b)', input)","re.split('[ ](?=[A-Z])', input)",""""""""""""".join(s.rsplit(',', 1))","re.findall('(.*?)\\[.*?\\]', example_str)","print(re.findall('(https?://[^\\s]+)', myString))"
331,How can I access elements inside a list within a dictionary python?,0,""""""","""""".join(trans['category'])",[mydict[x] for x in mykeys],{i[1]: i[0] for i in list(myDictionary.items())},[dct[k] for k in lst],"print(dict(zip(LD[0], zip(*[list(d.values()) for d in LD]))))","dict((k, [d[k] for d in dicts]) for k in dicts[0])"
22,How to read data from Excel and write it to text file line by line?,0,"file = open('Output.txt', 'a')",writer.writeheader(),print('\n'.join('\t'.join(str(col) for col in row) for row in tab)),"open(filename, 'w').close()","df.to_csv(filename, index=False)","lol = list(csv.reader(open('text.txt', 'rb'), delimiter='\t'))"
353,Sorting a dictionary of tuples in Python,0,b.sort(key=lambda x: x[1][2]),"sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)","list.sort(key=lambda item: (item['points'], item['time']))","l = sorted(l, key=lambda a: a['time'], reverse=True)",list_of_dicts.sort(key=operator.itemgetter('age')),"ut.sort(key=cmpfun, reverse=True)"
341,How can I use sum() function for a list in Python?,0,numlist = [float(x) for x in numlist],"sum(sum(i) if isinstance(i, list) else i for i in L)",[sum(row[i] for row in array) for i in range(len(array[0]))],"[sum(l[:i]) for i, _ in enumerate(l)]",sum([pair[0] for pair in list_of_pairs]),print(sum(row[column] for row in data))
21,Determining the unmatched portion of a string using a regex in Python,0,"re.split('(\\W+)', 'Words, words, words.')","re.search('\\[(.*)\\]', your_string).group(1)","re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)","re.findall('([a-fA-F\\d]{32})', data)","print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))","print(re.search('>.*<', line).group(0))"
334,Removing an item from list matching a substring - Python,0,[x for x in sents if not x.startswith('@$\t') and not x.startswith('#')],list2 = [x for x in list1 if x],"re.sub('\\D', '', 'aas30dsa20')","re.sub('[^A-Za-z0-9]+', '', mystring)","[x for x in ['AAT', 'XAC', 'ANT', 'TTA'] if 'X' not in x and 'N' not in x]","newlist = [v for i, v in enumerate(oldlist) if i not in removelist]"
349,Python - Unicode to ASCII conversion,0,s.encode('iso-8859-15'),'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),bytes.fromhex('4a4b4c').decode('utf-8'),print('\xd0\xbf\xd1\x80\xd0\xb8'.encode('raw_unicode_escape')),raw_byte_string.decode('unicode_escape'),[chr(i) for i in range(127)]
32,How to create nested lists in python?,0,"numpy.zeros((3, 3, 3))","level1 = map(list, level1)",lst = [Object() for _ in range(100)],lst = [Object() for i in range(100)],y = [[] for n in range(2)],"matrix = [[a, b], [c, d], [e, f]]"
336,sort a list of dicts by x then by y,0,"list.sort(key=lambda item: (item['points'], item['time']))",list_of_dicts.sort(key=operator.itemgetter('age')),list_of_dicts.sort(key=operator.itemgetter('name')),"sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)","l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))",mylist.sort(key=lambda x: x['title'])
41,How can i subtract two strings in python?,0,"print('lamp, bag, mirror'.replace('bag,', ''))",len(s),a[:] = [(x - 13) for x in a],"""""""QH QD JC KD JS"""""".split()",""""""" """""".join(my_string.split())","mystring.replace(' ', '! !').split('!')"
12,How to join mixed list (array) (with integers in it) in Python?,0,""""""":"""""".join(str(x) for x in b)",""""""", """""".join('(' + ', '.join(i) + ')' for i in L)",[int(''.join(str(d) for d in x)) for x in L],"[val for pair in zip(l1, l2) for val in pair]","myList = ','.join(map(str, myList))","result = ([a for (a, b) in original], [b for (a, b) in original])"
16,Python printing without commas,0,"print(' '.join(map(str, l)))","print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))","""""""({0.goals} goals, ${0.penalties})"""""".format(self)",print('\n'.join('\t'.join(str(col) for col in row) for row in tab)),"answer = str(round(answer, 2))",print('foo\nbar'.encode('string_escape'))
337,How to convert a Python datetime object to seconds,0,"(t - datetime.datetime(1970, 1, 1)).total_seconds()",datetime.datetime.now(),datetime.now(pytz.utc),"time.strftime('%Y-%m-%d %H:%M:%S', time.gmtime(1236472051807 / 1000.0))","time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))","time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')"
338,How to replace only part of the match with python re.sub,0,"re.sub('(\\_a)?\\.([^\\.]*)$', '_suff.\\2', 'long.file.name.jpg')","re.sub('\\D', '', 'aas30dsa20')","re.sub('\\bH3\\b', 'H1', text)","df.replace({'\n': '<br>'}, regex=True)","re.sub('i', '', 'it is icy')","print('lamp, bag, mirror'.replace('bag,', ''))"
38,Running bash script from within python,0,"subprocess.call('sleep.sh', shell=True)",subprocess.call(['./test.sh']),"os.system('powershell.exe', 'script.ps1')","subprocess.Popen(['background-process', 'arguments'])","subprocess.call(['python.exe', 'hello.py', 'htmlfilename.htm'])",subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat'])
37,Python: Perform an operation on each dictionary value,0,"my_dict.update((x, y * 2) for x, y in list(my_dict.items()))",{i[1]: i[0] for i in list(myDictionary.items())},"dict((k, [d[k] for d in dicts]) for k in dicts[0])",[mydict[x] for x in mykeys],"[(x['x'], x['y']) for x in d]",{k: [d[k] for d in dicts] for k in dicts[0]}
42,python reverse tokens in a string,0,"""""""."""""".join(s.split('.')[::-1])",print(x.rpartition('-')[0]),"re.split(' +', 'hello world sample text')","print(x.rsplit('-', 1)[0])","s.split(' ', 4)","re.split('[ ](?=[A-Z]+\\b)', input)"
342,Removing index column in pandas,0,"df.to_csv(filename, index=False)","df.replace({'\n': '<br>'}, regex=True)",df[df.columns[-1]],"df['c'] = np.where(df['a'].isnull, df['b'], df['a'])","df.reset_index(level=0, inplace=True)","df.set_index(list('BC')).drop(tuples, errors='ignore').reset_index()"
33,Python: Cut off the last word of a sentence?,0,""""""" """""".join(content.split(' ')[:-1])","re.findall('(.+?):(.+?)\\b ?', text)",text.split(),"print('""{}""'.format(word))","re.split('(\\W+)', s)","re.split('(\\W+)', 'Words, words, words.')"
7,splitting and concatenating a string,0,""""""""""""".join(['a', 'b', 'c'])","mystring.replace(' ', '! !').split('!')","re.split(' +', 'hello world sample text')",print(x.rpartition('-')[0]),"s.split(' ', 4)",""""""" """""".join(my_string.split())"
2,check if all elements in a list are identical,0,all(x == myList[0] for x in myList),list(set(t)),"[k for k, v in list(Counter(mylist).items()) if v > 1]","[[x, l.count(x)] for x in set(l)]",list(set(source_list)),Counter(l)
29,Auto reloading python Flask app upon code changes,0,app.run(debug=True),"sys.path.insert(1, os.path.join(os.path.dirname(__file__), 'apps'))",sys.path.append('/path/to/whatever'),"sys.path.append(os.path.join(os.path.dirname(__file__), 'subdir'))","import imp
imp.reload(module)","Flask(__name__, template_folder='wherever')"
3,Format string dynamically,0,"print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))","""""""({0.goals} goals, ${0.penalties})"""""".format(self)","""""""({} goals, ${})"""""".format(self.goals, self.penalties)","""""""({:d} goals, ${:d})"""""".format(self.goals, self.penalties)",elements = ['%{0}%'.format(element) for element in elements],"'first string is: %s, second one is: %s' % (str1, 'geo.tif')"
346,Python Regex - checking for a capital letter with a lowercase after,0,"re.sub('^[A-Z0-9]*(?![a-z])', '', string)","re.findall('\\(.*?\\)|\\w', '(zyx)bc')","re.findall('\\(.+?\\)|\\w', '(zyx)bc')","re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')","re.findall('Test([0-9.]*[0-9]+)', text)","re.findall('Test([\\d.]*\\d+)', text)"
324,Split string into a list,0,"text.split() <EOC> text.split(',') <EOC> line.split()","re.split('[ ](?=[A-Z])', input)","re.split('[ ](?=[A-Z]+\\b)', input)",""""""""""""".join(s.rsplit(',', 1))","s.split(' ', 4)","print(x.rsplit('-', 1)[0])"
355,how to create a file name with the current date & time in python?,0,datetime.datetime.now(),os.chdir(owd),"if (not os.path.exists(directory)):
    os.makedirs(directory)","new_file = open('path/to/FILE_NAME.ext', 'w')",shutil.rmtree('/folder_name'),"time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')"
325,Replacing characters in a regex,0,"[re.sub('(?<!\\d)\\.(?!\\d)', ' ', i) for i in s]","re.sub('\\D', '', 'aas30dsa20')","""""""it is icy"""""".replace('i', '')","re.sub('i', '', 'it is icy')","re.sub('\\bH3\\b', 'H1', text)","print('lamp, bag, mirror'.replace('bag,', ''))"
